sentiment,text
0,Horrible service and overpriced drinks as well as crappy food!! Won't be coming here again! Beware they'd rather put crap on their tvs than the pittsburgh pirates game even after we requested to watch baseball game! Don't waste your time go to Jerome Bettis!
0,"food was good - service horrible.\n\n1. appetizer was served with no plates, crumbs were all over the table. \n2. finished sandwich and had very few fries left on the plate and the waitress actually comes back to offer ketchup....\n3. drinks were refilled but the empty ones did not get removed, cup rings all over.\n4. waitress drops the receipt & pen on the table lethargically - usually wouldn't care to notice but hard not to notice when it makes a thud - great last impression, with a messy, wet and crumb-y table.\n\nonly going back for to-go."
1,"Went today for an oil change. Was greeted by Phil the manager. Very nice, knowledgeable manager. I used a coupon that included a free inspection with the oil change for $17.99. I wanted to know how my brakes were since I've had my car for 8 years and never replaced brake pads. He said it would be completed in an hour, so I went shopping at Home Goods and had lunch at Jimmy Johns. I like this Midas location because it is in walking distance to these shops. I came back in an hour and Phil updated me on everything. He was very honest and said my brakes were at 50%. I mentioned I was told by Meineke my struts were leaking and if he could check those while the car was on the lift. He brought me out and showed me where they were leaking. I like the fact that he didn't give me the runaround because I'm a woman. He understood I'm interested in how my car is working and took the time to explain and show me the struts. He typed up a very reasonable quote for a brake fluid flush and strut replacement. Their prices are cheaper than Meineke. Because of Phil's wonderful customer service, this is my new go-to place to take my car. The waiting area is very comfortable, unlike Jiffy Lube where I usually go, and end up paying double the amount for an oil change."
0,"I must say that the food is great at Sushi Bomb. The problem I am having is with the service. More than once we have been treated like we are lucky to be eating there as opposed to them being happy we are their customers. We eat there at least twice a month, but its starting to get to the point where we no longer enjoy going there.  Not sure if management is aware of what is going on.  Like I said good food, not so good employees."
1,"I love this place! Since the first time I walked into this deliciously urban coffeehouse, I have been greeted by name by Jeff, and his awesome staff.\n\n Last Tuesday, I stopped in to get snacks for a Birthday Brunch at the office at like 6:30 am. I purchased an entire quiche, just out of the oven and it was the hit of the party as this quiche was ridiculously FABULOUS!!  \n\nJust say yes to this place!"
1,"I was so excited to see this new Paradise Bakery  so close to home. \nNot only is on the way to many things we do and a Super Target  it is near my husband's work , so we technically could act like we are meeting him for dinner but really just want Paradise.   \nSo far the food here seems to be still being fined tuned. On the day we \nstopped in they seemed to be inconsistent in portion size  and service. But I have faith in them that will soon have that figured out! \nThis is a super place to meet for lunch or have a bite to eat away from work ."
0,"melon salad needed a little salt to bring out the flavor, if you don't have salt on the table you need to get it right,  had the fish trio the portions of ahi and butter fish were very small the salmon was a bit bigger, all were cooked correctly and tasted good, the rice was served on a seperate plate which made mixing with the sauces akward, the bok choy side consisted of one leaf, must be running low.  Dessert was ok they did a great job making scratch creme brulee taste like instant and the pineapple thingy was the high light of the evening, if I was headed home from a winning time at the casino and my car broke down out front I would think about stopping in for a bite"
0,Worst pizza I have ever had.  I could have done better with something from a gas station .  They do not get orders right.  The chocolate cake is gross!\nGo get a food from 7-11. You will do better.\nRip off pricing for what you get.
0,"A couple years ago I had taken my 2003 Ford E-250 van that I was washing before putting it up for sale. I took it through the wash and when they were done wiping it down, the glass repair guy who was affiliated with this car wash told me I had a crack in my windshield. I drove this van every day and knew there was no crack, but I thought there might be a possibility that it may have happened that day and I just did not notice this dime sized crack right in front of my face.\n\nSo the kid from Romania told me he could give me a great deal at $80. I told him no that i was selling it and I was not going to spend a penny more on it. He did not want to lose money so he brought it down to $60, then $40, then $35. I repeated that i would not spend money on it. He gave me an offer of $25 so I accepted and told him that i would use him in the future if I have any windshield repair work.\n\nWhile he was repairing my windshield he realized I was a locksmith and asked me if  I would make him a key to his mid-90's Honda Civic. I remembered it very well with super dark tint, primered and appeared it would was being prepped for painting. \n\nWhen he finished he asked me for my name/number/ADDRESS for the invoice. I found that odd since I was paying cash. He assured me it was standard policy and I would not receive spam calls or mail.\n\nA week later after I purchased my new Chevy Express van, I was in the front of my house and noticed this same kid driving his Honda Civic by my house that appeared to be looking for an address. He came to a stop 1 house past mine and looked at me and then took off abruptly.\n\nThe next day I was on my way to a job and noticed a crack in the windshield on a van with less that 200 miles on it. Immediately I suspected this kid from Romania who also works with a bunch of family members that own the company. He must have done it at night under the cover of darkness.\n\nI called the 16 st location and revealed my suspicions who in turn told me to call the owner at another location. When I spoke with the owner he thought it was the most absurd thing he had ever heard. He conveniently disconnected from the call and when I called back it went to voicemail.\n\nI had a large credit on my prepaid card so I was going to use it and had gone back for another wash and spoke with the manager. I told her my story and she assured me she knew this family and that she trusted them and that they would never do such a thing. I had no proof so I could only argue my case to a certain extent without sounding crazy.\n\nThe next time I had gone back the Romanian kid was there and I was cleaning the mess out of the cab so it could be vacuumed. I was throwing everything valuable in a  plastic bag to sort out later and had a trash can to throw the junk away, so I know this kid never examined my windshield.. I WOULD HAVE SEEN HIM DOING SO..\n\nThe kid walks up from behind the back of the van and told me that I had a crack in my windshield. I just glared at him for about 5 seconds without saying anything and told him not to worry about it. There are two things that made this kid guilty. 1) like I mentioned before I would have seen him examining the windshield if he did. So the ONLY  way for him to know if there was a crack is if he did it himself. 2) If he had examined my windshield he would have noticed that it had ALREADY BEEN REPAIRED. That's how I know for sure he did it, but still I had no proof.\n\nI had let my van go a couple months without washing it and the next time I came in I asked a random worker what happened to the Romanian (windshield  repair) family. The worker told me they were being watched due to other customers who were suspicious and that he was caught with a spring loaded punch cracking a windshield. So the owner let them go....\n\nAfter all that you would think they would apologize and give me some credits to make up for it, but they did not.\n\nThe last straw for me was when the Ultimate car wash did not appear to give a wax coat along with the appearance of the machine and worker not doing a thorough job of cleaning. When I asked if I could take it through again the kid gave me a hard time.  After taking it through a second time I noticed bird dropping that were still there so I just took it upon myself to finish the job myself.\n\nI'm glad I only have a few dollars left on my prepaid card. Since I have no reason to go back, I will be finding a new car wash from now on."
0,"DO NOT GO HERE!!!!! The salon was a joke!!!! The girl had no personality what so ever, got color all over my face and then tried to charge me an extra $10 cause my hair was longer, why don't you just mix up enough color the first time when you saw how long my hair was. This girl didn't say two words in over 2 hours, aren't stylists supposed to make conversation and be friendly especially since they work off tips?? You would think so but nope! I will Never be back!!!!!!!!! Not to mention the $25 coupon that they have on their website doesn't apply to the $55 for the cut color and style here but when I went to other ultas they did accept the coupon. It was one thing after another! I will never return!! horrible experience from start to finish"
0,Don't waste your time...ITS CLOSED !
0,"Interesting experience.\n\nRooms are clean and simple.\n\nCasino floor, riddled with robotic people, staring at the slot machine wheel, ashtray overflowing.  \n\nHeaded from my room,  saw what appeared to be police officer come out of a room, accompanied by uh...a rather interesting woman.  Rode the elevator down, and it turned out to be a hotel security guard with a prostitute.  He was boasting about himself, mentioned a chap named Jose who hooked them up eith the room. \n\nLater while killing time at the bar, the lady of the night was trolling the bar for clients.\n\nSo, the good news, Boulder Station requires thorough \""back\""ground checks on the prostitutes....so you should feel safe in that regard.\n\nDoes housekeeping know that the rooms are being used for trysts....or are you lying in a bed of recent fornication.   \n\nEnough to keep me away in the future for sure."
1,"Food is the same as at every Wingstop in America, but that's not a bad thing - consistency is nice in a chain location.  That said, the highlight of this Wingstop is the service! I was amazed at how friendly and willing to help the staff were. By far better than many sit down restaurants I have been to. Go here and eat in just for the wonderful service."
1,"Service was great, excellent steaks right the way we wanted them and the atmosphere was fun. This place fits right into upscale Vegas."
0,The service was lousy. Server kept scratching her armpits and body without washing her hands and served foods minutes later.
0,Fun atmosphere!  Nice menu selection. David the waiter was great.  Drinks are huge but don't taste much alcohol!  Better Mexican places...
0,The decor has got to go..or at the very least wipe down all the dust..  I have to say the food was good not great but good.. The staff all seems to be in some other world though. So depressing all of them like they hate their jobs.. What a way to start my morning.. MANAGER if you are reading this I would say a cleaning day is in order.and something to boost the moral of your employees..as I saw you yourself acting the same way just depressed. All that feeds of to your customers.. I well give this place another chance and hopefully the experience will be different..
1,"I recently had an emergency trip I needed to take.  As I was going home to pack I noticed I was getting a flat tire.  I stopped at our local Big O, told them my situation and they had me on my way in under 30 minutes, at zero cost.  It was a FANTASTIC service."
1,"Absolutely go here for a meal.  Sat at the bar.  Bartender was lovely, entertaining and could make a great drink.  That evening it was a negroni punch.  He recommended the pork chop -- it was the size of my head!  Cooked at medium, it was tender, juicy, succulent...can't say enough about it except next time, bring a friend a share!  The slaw was delicious and had the right amount of acidity and freshness to cut thru the richness of the pork chop.  Nom nom nom!"
1,"The BF and I came for lunch. \n\nHe ordered the Fat Greek Gyro w/ fries. He thought it was pretty good and surprised at how plentiful the meat was. Fries were crispy outside and still fluffy inside. He originally wanted to get falafel but they were out, so next time.\n\nI got the chicken shawarma w/ Greek salad. The chicken was pretty juicy and the hummus in it was good and plentiful in meat and toppings. Salad was pretty basic, but very fresh and crisp. \n\nWe got a baklava to share since it just got out the oven. This would have been pretty good of a pastry but the nuts tasted a little bit burnt so it was toasted a bit longer than it should have been. \n\nService was friendly, but a bit slow. This though wasn't because the server wasn't doing his thing, but he was the only server with two big parties and 3 other tables. There were other people prepping and who I think is maybe an owner sitting around, but no one helped him out. \n\nOverall a pretty decent lunch spot."
1,One of the better places to get a steak-n-cheese... it's just pretty expensive
1,"East End is a brewery, not a restaurant. Don't expect to sit down for pizza and brews. Most of the space is filled with brewing equipment - tanks and such. What you can do is sample a bunch of beers, and walk away with some.\n\nIt's a challenge to find East End. There's no sign. Just an open door in a brick warehouse. And an empty keg sitting outside. Our first time, we didn't think we could possibly be in the right place. Until we saw people leaving with beer.\n\nYou can only visit during growler hours. Inside there's a low bar straight out of high school chem. You can sample the eight or so beers on tap. And chat about the beers or anything else. And be impressed at how many people manage to find the place. The beers are tasty.\n\nThen when you're ready, pick a beer or two to get a growler of. A growler is a half gallon jug they filled from the tap. They also usually have a special beer or two in bottles. Typical brewery swag is also available - pint glasses, t-shirts, etc., to prove that you actually found the place."
0,"Meh.  Sports bar.  Worse, a sports bar chain.  The outdoor patio was more attracitve, even if was part of the mall's covered car park.  I don't tolerate the smell of stale beer.  That's what greeted me at the inside podium.  There's bar food on the menu, of course.  Fried next to more fried stuff.  Come here after work and throw down some beers.  That would be fun."
0,"My family LOVES Thai food.  When we stepped through the door for the first time at Pin Kaow this past week, we were in awe of how cozy and beautifully decorated this restaurant was on the inside.  Here is what we ordered (our Thai favorites) and the consensus we came to on our overall experience:\n\n1. Tom Ka Kai soup ( A lemongrass soup with coconut milk, mushrooms , and chicken)\nIt was rich and delicious with just the right balance of flavors..  but extremely salty.. so much so we could not finish.  Had it not been so salty.. I think it would be the perfect soup.\n\n2. Nam Tok Salad (Grilled sliced beef, mint leaves, onion, basil, Thai spicy sauce)\nWe normally fight over the last portion of beef salad, but none of us cared too much for this particular salad.  Again it was overly salty and the portion was quite small.  Maybe a different salad would have suited our taste better, but there was something a bit overpowering .. not sure what.\n\n3. Chili Mint Noodles (Stir fried flat rice noodles, onion, chili peppers, jalapeno, basil leaves, egg, and your choice of meat (we chose shrimp)\nI would have enjoyed eating more of this, but there just wasn't enough of it because they were so stingy with the portions.. noodles don't cost very much.. \n \nWe've decided to keep looking."
1,Omg best place ever. My hair looks great. She helped me with great great products for my hair and other stuff.... I'm happy that I found someone who I can trust with my hair. Thanks for helping me.
1,"Yes, they put the pizza together and then you cook it at home. I know, that's weird. You'd think it would affect the quality, but it doesn't. The ingredients are fresh, the choices are plentiful and the price and quantity you get is very high. \n\nThere's a reason Zagat has rated this the best pizza chain multiple times, and there's a reason people listen to Zagat and not random biased reviewers who only get noticed by virtue of writing the first review. \n\nPapa Murphy's gives you quality food for a good price and you don't even have to deal with waiters, seating, or any of the trappings of a normal restaurant environment. It's a low key good quality experience."
0,"I have gone to Nail Bar Spa several times for pedicures and have always been pleased with the results.  However, on my most recent trip there, the male technician doing my pedicure started laughing and speaking to the female technician next to him in another language.  At that point the female laughed too, pointed at my legs, and let me know they were laughing because I am \""too white\"" and kept going on about how pale I am.  I am a natural redhead, so of course I have pale skin that does not tan.  It made me feel very uncomfortable that they would be so unprofessional and rude.  I didn't feel it was at all appropriate to make fun of a customer, to their face, about the color of their skin.  I will not be back to this location ever again, which is a shame because they do a good job and are very convenient to where I live, but I would rather drive a little further to be treated better."
0,"H O R R I B L E !!!!!\n\nWant a good \""quality\"" hotel? Don't go to this one. It's the worst hotel I had ever stayed at. The service is awful; from the main desk to house keeping, there was 0% percent of effort and care for the customers and the hotel itself. There was a short supply of everything at the hotel, especially towels! Customer courtesy? None. Rude and snobby front desk manager and the rest of the staff didn't care about the privacy of the customers and sanitary needs of the room. Also, the smell of vomit was VERY present and air conditioner system of the hotel was broken. House keeping was difficult to communicate with, hence the lasting vomit smells. The manager didn't do ANYTHING about it either. The breakfast is terrible as well (risk of salmonella) and the food is not fresh. Please save yourself from a nightmare of atrocities, do NOT stay at Quality Inn."
0,"I would give this place one star; however, the decor was nice and the location is handy for a \""dinner and a movie\"" night. (but not handy enough to warrant coming back.....)\n\nThe prices were alright, I would expect things to be a little cheaper based on a few things though:\n.The food was mediocre to bland\n.The ordering at the counter, yet having a \""server\"" rushing around tables\n like he was in some sort of relay race is just obnoxious.\n.No one welcomed us upon entering, after a couple minutes someone\n asked if we were ready to order or if we needed to look at the board\n longer\n\n1/4 way through our experience here, we felt like we had already been ripped off.  The food really was nothing exciting at all.  The place itself appears to be in some sort of identity crisis. I mean is it counter service or sit down? You can't be both, it just annoys people.\n\nMeh. My opinion...skip it and just fill up on popcorn or leave early for the movie and go some place else... perhaps with flavor and an identity.  Just a thought."
1,"The best indian food I have ever had. The service is always amazing. I come here on a monthly basis and it is always consistant. When we crave traditional indian food, we come here!"
1,"If you look up gourmet pizza in the dictionary, Pizzeria Bianco's pizza choices would be staring back at you.  This was some of the tastiest pizza of it's kind that I've had in some time.  As a native of Chicago, I am an open minded pizza lover (I mean I, of course, am a bit biased when it comes to deep dish pizza) but I LOVE pizza and especially love trying different types of toppings, crusts and sausage.  Pizzeria Bianco was all it was cracked up to be (however, I would NOT wait hours to be seated as I've heard is how things go at the downtown location...it's not THAT awesome, lol!)  The staff was friendly and the atmosphere is really casual and nice- especially on the patio on a nice 80 degree evening :-)  Will be visiting again and again!"
0,"WORST place I have ever been to!!! The service was TERRIBLE!!!!!!!!!!!!!!! We got there after a few of our party who already ordered & when we were met by the idiot waitress after 15 mins of being there we FINALLY are able to order drinks & the others get their food. We were only about 5 mins behind the other people in the party. After another 10 mins just to get drinks we try to order. I ask if there is a small burger for my 6 year old & I am told they only have big burgers & NOTHING for kids. So I ask my daughter about other items on the menu & what she wants after a few mins then our idiot waitress then informs me they have a kids menu with kids sized food.. even though she JUST told me they do not serve kids sized food. I order nachos with no onions & pico. Just to get my food & have onions in the beans. When I ask the idiot waitress about the onions in the beans she replies '' ooohhh ya, I guess I should have told you there were onions in the beans since you didn't want any\"" I send them back & order a pita with melted cheese. We get out bill & the nachos I SENT BACK & DID NOT EAT were still on our bill. The idiot waitress says '' ummmm well I just kept that on there & didn't put the pita & cheese on there\"" I say \"" ummm there is a difference in price...\"" she says\"" umm well do you want a $5 gift card?\"" I tell her I am never going to go back there so that wont be necessary. If you want GOOD service DO NOT GO HERE!!!!!!"
0,"Crowded, did not have enough seating or parking. Qdoba down the street has way more menu options and much nicer staff. Over all not impressed with Chipotle."
0,"Really expected more from the bellagio! There was nothing special about this buffet. It felt smaller than the other buffets I have been to in vegas. My first plate I got mostly breakfast things and didn't eat any of it, just dry and bland. Ribs and prime rib were the only thing that stood out as memorable. But I went back for more and they were gone. Desert was not great. We opted for the $12 extra unlimited drinks and that was a great value for me since I was getting mimosas but the margaritas they were serving didn't taste like they had any tequila in them at all. I would recommend spending the extra $20 or so and go to wicked spoon."
0,I have certainly had worse dining experiences. The service while not really existent is at least not rude. I will say that the portion size for a $23 Combination Pan Roast is the worst I have ever seen.
0,"Terrible service experience. After waiting 20 minutes with no wait staff acknowledging our presence, we began to wonder if this was a self-service restaurant.  The place was less than half full and still not one person stopped by our table to help us. Pizza is ok but is absolutely not worth the hassle."
0,"I know this place has good reviews, and maybe some people have found this place helpful, but if you have a serious problem I really suggest going elsewhere. I never write reviews, which should tell you just how horrible this place is...\n\nAbout a month ago I got a UTI (first one in my life).  I found this place online, read good reviews, called to see if I could make an appointment, but they only take walk-ins so I went right down.  The front desk is very short with you and rude, which I didn't really care at first.  I filled out the paperwork and only had to wait about 10 minutes before they took me back to take my blood pressure, my weight, and then a urine test.  I waited in the room for a couple minutes before the doctor came in.  We only spoke for a couple minutes and then he prescribed me antibiotics and a pain reliever.  I took the antibiotics for a week and my UTI seemed to have gone away.  A month later I started getting the same pain again so I assumed I had gotten another UTI, but I was out of town so I called Legacy to see if they could call in a prescription to a pharmacy where I was.  They said no and that I had to come back in for another consult since it had been a month since my last visit.  I went back in 2-days later when I was back on town... Same process, weight, blood pressure, urine test.  I waited a couple minutes in the room and then a different doctor came in to speak with me.  She was nice, as was the previous doctor, she talked about her trip to Australia rather than discussing my UTI.  She then asked if I had an STD and I told her no, that my boyfriend and I have been living together for over 6 years, and then she asked me if I was sure he wasn't cheating on me.  Not exactly what you want to think about when you're trying to get treated for a UTI.  She then told me that this was most likely a continuation of the first UTI I was treated for a month ago and that the antibiotics the first doctor had prescribed for me doesn't typically work for UTI's.  I asked her why he would prescribe an antibiotic that is known not to work and she just said \""I don't know\"".\n\nI've been taking the new antibiotics for 7-days and with 3-days left to go the pain is worse than ever.  I called today to try to figure out what I should do and the front desk, who are all very rude and unhelpful, told me I had to come back in for another consult before they could prescribe a different antibiotic for me. After getting transferred around 4 times, and getting hung up on twice, one of the receptionists finally said she would pull up my chart and speak to a doctor and call me back.  Several hours later when I hadn't heard from them I called back, was placed on hold for another 10-15 minutes, hung up on again, and then finally Raven came on the line and said that I needed to come back in for another consult.  I told her I had just paid for 2 office visits, 2 urine tests, 2 different antibiotics, 2 pain relievers and that I was not going to come back in and pay for another consult & urine tests since I had just taken one a week ago.  I then asked her why the second doctor had told me that the first antibiotic doesn't typically work for UTI's and asked why they would still prescribe it to me anyway, she said the doctors I spoke with were just PA's and it's just their personal opinion and that I hadn't actually seen a doctor. She then told me again that I would need to come back for a consult to get a new antibiotic prescription.  I was very upset by this point and on the verge of tears from the pain and told her I was absolutely not going to come back in and pay for another visit and urine test and that I wanted to speak to a doctor right away.  She placed me on hold for another 20 minutes, then came back on the line and said the doctor wanted to prescribe me a new antibiotic and pain reliever.  I told her I was already taking that specific pain reliever and that it wasn't helping and she just said, \""Well, this is a higher dosage and it should work\"".  I said I was already taking the higher dosage and it was not working.  She then said that's all she could do for me.  I just gave in and let her call in the prescription to my pharmacist.  When I got to the pharmacy the pharmacist was on the phone with Legacy Urgent Care about my prescription because they prescribed me an antibiotic that contains penicillin WHICH I AM ALLERGIC TO! Luckily the Pharmacist knew my allergies and called to double check the prescription.  When she got off the phone with Legacy Urgent Care, they had told her to just go ahead and prescribe it to me anyway, even knowing my allergy to penicillin.\n\nI am very sorry I ever went to Legacy Urgent Care and spent the amount of $$ just to be prescribed antibiotics that don't work, and ones that I'm allergic to.  This urgent care is only about getting you in there for consults to charge $80 per visit, plus $8 for urine tests... Please go somewhere else if you can and don't give them your hard earned $$."
0,"My husband and I recently went to Roy's while staying at the JW.  I had read the other reviews on Yelp, and thought it would make for a nice evening.  What a complete disappointment!  The food was NOT good, and the price tag only made matters worse.  I had the blackened ahi, which was served with a lump of flavorless, cold white rice.  My husband, who is not a fish eater, went for the chicken breast, which was also cold and remarkably bland. \n\nLuckily, the meal was preceeded by a nice, strong martini, and excellent service, which is the only reason this review is landing two stars instead of one."
0,"Not sure about the other locations, but the one in Ballantyne is horrendous. I mean one of the biggest cluster F's I've ever experienced in my life. They refused to seat us at a 2 top table in the outdoor area because a \""party\"" was coming which NEVER came the 1.5 hours we were there due to terrible service. We were sat in the middle of the floor at a high top table and waited 10-15 min just for drinks. Ordered the mild wing appetizer to which the server said \""we don't have mild\"" and which was clearly stated on the menu. Once bringing this to her attention the response was \""oh\"". My wife ordered a Mr. Pibb and the server said \""what is that, I have never heard of it\"". Uh, take a look at your soda machine like my wife did and you will clearly see Mr. Pibb as one of the options which is also clearly stated on the menu to which the server said \""Oh, I\""ve never heard it called that\"". My wife specifically said Mr. Pibb because that's what they serve so I guess what it really says is that for our first time eating there we knew more about the drinks and menu option then our server did. The wings were horrendous with zero flavor and came with no dipping sauces and we ordered 1 ranch and 1 blue cheese. Another server realized this and kindly brought us what we ordered. 20 min after that our server finally came and took our order and when it came out she brought us the wrong pizza so we waited again for the correct one. We asked for utensils 3x and the restaurant said they \""ran out\"" but again, another server kindly brought us some because our server couldn't seem to be bothered by bringing us any. This is after she tried to leave dirty appetizer plates that we had used for wings on the table and tell us to use those for our dinner. So to sum it up, long wait for food, incorrect order, no utensils, no napkins or plates, wrong order when it came out, incompetent server and manager who also couldn't remember jack crap, and food was bland and definitely not worth the wait or the $$$. I mean it starts at the top, so if the manager can't manage the restaurant herself then that explains the cluster for the rest of the restaurant. The manager asked us 20 min after we received our wings if they had ever came out, then we asked her for utensils and of course she didn't remember to bring any so what was the point. Do yourself a favor and don't let the \""cute little patio area\"" draw you into this disaster of a so-called restaurant. There are plenty of others in Charlotte to choose from."
0,"In a word: forgettable. This is AZ, you can get better mexican fare on any corner. Largely bland and uncreative, food was just ok. Service was good, food was more than it was worth."
1,"Love Love Love this theater/ Lucky for me it is very close ..Its like a quiet retreat theater. Always very clean, and let me talk to you about the comfortable seating. Lately there has been some very LONG movies, and there seating is so lush and wonderful. You can get a glass of wine or a beer also. Very adult type theater. I would score this a Full Five Stars. In fact--going back today!! Try it..you won't be disappointed!"
0,Absolutely the longest I've ever waited for a sandwich.  Not worth it. Skip this place. Its seriously like they start planting the grain when you order the bread.
1,"This place is legit!  Who knew I would hit  the jackpot discovering  this Hawaiian restaurant in a small strip area of downtown Henderson. They just opened about a week ago. \n\nService -  Very friendly and attentive. It took a little time for our order to come out, but hey it is a Hawaiian joint on Hawaiian time (wink) Our server did come by to let us know the status while we waited. \n\nAmbiance -   The ambiance gave off the Aloha vibe with the paintings and music of Hawaii. It could use a lil spit shining  though (like store windows w/o fingerprints and carpets cleaned) but that's just me being real nit picky\n.\nFood -  Well you better make sure when you come here you are REAL hungry!! They serve you enough food to feed 2 people! Seriously!  Their menu offer some of my fave  comfort foods of the islands..Loco Moco, Kalua Pig, Chicken Katsu, Saimin, Teri Beef, different plate lunches and even Korean style beef plate.\n\nI ordered their signature Saimin dish called the The Islander. Check out the pic I took..cause the presentation of my dish was a Yelp worthy photo!   It came in the HUGE bowl, looked more like serving bowl to me, but the owner said that was the regular size.  He said they there was a bigger size than what I had.   The Saimin was steaming hot, noodles are made fresh, the broth spiced just enough, portugeese sausage was grilled,  fried egg, and napa cabbage was a great touch to this delish dish.   You could also add potstickers or fried coconut shrimp for extra fee.  I loved every drop of my noodle soup!  Couldn't finish it though and NOTE: the Saimin is only available for dine-in, since they do not have the right packaging/containers for this amount of soup (that's what I assume)\n\nMy husband ordered the large \""Ali'i\""  mixed plate of Teri beef and Kalua pig...and I kid you not it was the largest serving of mix plate dish Ive seen around here. Big portions of both beef and Kalua pig.  I tasted a little bit of Kalua pig and it was very tender and tasty, like the local places I had over on the islands.  Pretty sweet we have ono grinds on this side of Henderson now.  These guys do Hawaiian food right.  I cant wait to try the other dishes on their menu."
0,Nice rooms and a good selection of restaurants. But checkin takes forever. They need a better system. :o(
1,"If you like dim sum and want to eat within a classy atmosphere...this is it.  Pricey, but worth it for the ambience.  Good to bring friends and family.  Have only tried dim sum -- 7 days a week."
0,"The ladies that are on the kitchen appliances seem like they work on commission or sales .. They were all nice and everything when I need help choosing things , but once we had a problem at the register they all scattered like roaches .. Nobody was around to resolve the problem I guess the sale didn't matter then .. Very very disappointing since this is the closes store next to my city .. Even one of the girls was giving me a dirty look for not going with her for the sale.  Whatever Happen to good ol customer service.."
1,"The bar here is lively and really comfortable.  Large high top tables have very comfortable chairs, unlike most bar room high tops.  Service was good, as was the food.  I could have done without the live music, but that's a personal preference.  We'll be back for sure."
1,"Good place to pick up a nice essential piece to build outfits around. The sale rack is your friend, it's worth taking five minutes to flip through it. Employees are attentive but not pushy, which frankly, I'd rather be ignored until I'm ready to purchase something, but as long as they're not breathing down my neck, I'm good."
1,"You can't really beat this theater for a great movie experience.  Here's what you need to know:\n\n1.  You park in the back (I believe its off of 24th st).  Get a ticket from the parking garage and then have it validated before you leave.  The parking is free!\n2.  If you exit the parking garage on the 1st floor, you need to take the escalator up to the second level.  This threw me off the first time.\n3.  You can purchase your ticket and reserve your seat head of time!  This is great for opening weekends.\n4.  There is a full menu and drink list.  I'm still a sucker for the popcorn though!\n5.  Saturday afternoons are more inexpensive than evening shows - something to keep in mind if you are on a budget!\n6.  The seats are big & comfy and have a little side table for your food drinks!"
1,The pasta was amazing and the people were extremely friendly.  Try the iced tea!
1,"I was pretty sad to see Foskoskie's close, but glad something new took it's place. At first glance, not much changed - they still have the awesome oak bar when you first walk in, and rightfully so. The bar is a historic piece of the building, when Pike's Soda Shop (yes, that one) was in this location and still connected to Pike's Pharmacy (yes, there is a relation). The honey pecan chicken from the Foskoskie's menu is still there, and still amazing.\n\nI'm enjoying the sorta-southern, sorta-creole combo going on. They do the genres justice with good food that's not overly complicated. To quote the owner, \""We know we're not a fancy date night place. We're a neighborhood restaurant where you can bring your girl for a burger and a beer and just unwind.\""  The owner, by the way, is incredibly friendly and will remember you when you come back. I love it when the staff makes you feel like a friend visiting.\n\nThe special of the day is usually a great choice, and the \""neat loaf\"" (vegetarian meat loaf) is pretty dang good, too. As others have said, they price half-size portions on the menu to keep things in check. Other restaurants - take the hint.\n\nIt's good food, relaxed atmosphere, and the prices are right. We've made Letty's our weeknight out, call up some friends to grab a bite at the last minute place. Every neighborhood needs their \""down the street\"" place and I'm glad this is mine!"
0,"This place is not what it used to be. When they opened, the food was wonderful, the wine amazing and all this at a very affordable price. Now the food is barely ok, the wine is basic and the prices increased by 30%. Really not worth it. If you are looking for affordable and very tasty and authentic french food, you're better off trying Scratch with their dinner menu. If you are looking for a more fancy French restaurant, Vincent in Phoenix would be the place."
1,"Now I'm a stickler for food and great service. Visiting Montreal for the jazz fest and met up with several friends for dinner here. One of the friends who has been here many times suggested this place.\n\nAbsolutely stunning food and impeccable service. We were 9 of us including 2 vegetarians. We all shared the food and I have to say, everything was fresh and full of flavor. So many dishes that I can't describe.\n\nService too was very slick. Our glasses of water were never empty in spite of the restaurant being full. When appetizer plates were taken away, so were the used silverware. A friend and I never used our knife. Only our fork and spoon. Those were taken. When fresh plates were brought, the server brought a fresh fork and spoon for me and the other friend. Attention to detail.\n\nDefinitely going to be a place to visit each time I come to Montreal."
0,"While I enjoyed this end of Fremont versus the touristy area, Insert Coins was a \""bleh\"" experience for me. Personally, I think the arcade game idea was cool...but it wasn't integrated into the rest of the bar atmosphere or decor at all. The games were just...there. Line up against the wall and a standard square bar for drinks in the middle. Seemed as though someone bought a bar that shut down and threw some arcade games in to capitalize on the novelty and nostalgia.\n\nDidn't totally work for me, plus I thought the drinks were pretty pricey compared to others in that walking area.\n\nWhat did me in was when I asked for a water...$3. I asked for tap water and they said \""no, we can only sell you bottled water.\"" Not only is that environmentally unfriendly, but it is a load of crap and a scheme on customers to take more of their money. Yes, you are in business to make a profit...but find another way than customers trying to stay hydrated while having a good time OR by providing a drink for their DD."
0,"for the price of the regular room here at Flamingo, I think I could get better staying elsewhere. the room was old and honestly for the price of the GO room which looks really nice from the pics, I think I would stay at a better hotel. the Flamingo casino is not at all impressive and the room doesn't even make up for it. the one thing I was a little annoyed about was the fact they didn't have a room service menu in the room. I don't know if the maid forgot to put it in there but I had to call the front desk for it. I just got back to my room after a long day and it was late to go out to find something to eat, I would appreciate the fact that there was a menu available to me in my room. the menu made it up to my room 40mins later, which I woke up to from a knock on my door. how annoying? I ended up just going to sleep. I won't come back, regardless how affordable and conveniently located this place might be. for Vegas, it is not worth it in my opinion."
